iter	Passed	Remaining
144	497	2935
145	499	2920
146	500	2905
147	501	2887
148	506	2894
149	514	2915
150	517	2908
151	520	2901
152	522	2892
153	524	2882
154	526	2872
155	528	2857
156	530	2846
157	531	2835
158	534	2828
159	536	2818
160	538	2807
161	540	2795
162	541	2782
163	543	2769
164	544	2756
165	546	2744
166	547	2731
167	549	2722
168	551	2713
169	553	2702
170	554	2690
171	556	2678
172	557	2666
173	559	2655
174	560	2643
175	561	2630
176	563	2619
177	565	2609
178	567	2600
179	568	2590
180	570	2579
181	571	2568
182	572	2557
183	574	2546
184	575	2535
185	576	2524
186	578	2513
187	583	2519
188	590	2535
189	593	2530
190	595	2524
191	598	2519
192	600	2512
193	602	2503
194	604	2495
195	606	2488
196	608	2480
197	610	2472
198	612	2464
199	614	2456
200	616	2449
201	617	2440
202	619	2430
203	620	2420
204	621	2411
205	623	2402
206	624	2393
207	626	2385
208	628	2377
209	629	2368
210	631	2360
211	632	2351
212	633	2342
213	635	2333
214	636	2324
215	638	2315
216	639	2307
217	640	2299
218	642	2292
219	643	2282
220	645	2274
221	646	2266
222	647	2257
223	649	2249
224	651	2242
225	654	2240
226	659	2245
227	663	2245
228	668	2250
229	671	2247
230	679	2261
231	682	2258
232	685	2257
233	688	2252
234	690	2246
235	691	2237
236	693	2231
237	694	2224
238	696	2217
239	698	2210
240	701	2207
241	703	2203
242	707	2203
243	709	2199
244	711	2193
245	713	2186
246	715	2180
247	717	2174
248	718	2168
249	721	2165
250	725	2163
251	727	2158
252	729	2152
253	730	2146
254	732	2140
255	735	2137
256	737	2132
257	739	2126
258	741	2120
259	742	2114
260	744	2108
261	745	2100
262	747	2094
263	760	2119
264	763	2116
265	766	2115
266	770	2113
267	773	2112
268	776	2109
269	779	2106
270	780	2100
271	782	2094
272	784	2089
273	786	2083
274	788	2077
275	789	2071
276	791	2065
277	793	2060
278	795	2056
279	797	2050
280	799	2044
281	800	2039
282	802	2034
283	804	2028
284	806	2022
285	807	2016
286	809	2010
287	810	2003
288	811	1997
289	813	1991
290	814	1985
291	816	1980
292	818	1974
293	819	1968
294	821	1962
295	822	1956
296	823	1950
297	825	1944
298	829	1945
299	837	1954
300	840	1952
301	843	1948
302	845	1945
303	847	1941
304	849	1936
305	851	1932
306	853	1927
307	855	1921
308	856	1916
309	858	1911
310	860	1906
311	862	1901
312	864	1896
313	865	1891
314	867	1885
315	868	1879
316	869	1874
317	871	1868
318	872	1862
319	874	1857
320	878	1858
321	886	1867
322	889	1864
323	892	1862
324	895	1859
325	897	1854
326	898	1850
327	900	1845
328	902	1841
329	904	1836
330	905	1831
331	908	1827
332	909	1822
333	911	1817
334	913	1812
335	914	1807
336	915	1801
337	917	1796
338	918	1791
339	920	1786
340	921	1780
341	930	1790
342	934	1790
343	938	1789
344	941	1786
345	943	1783
346	946	1780
347	948	1777
348	950	1773
349	952	1769
350	954	1765
351	956	1761
352	958	1756
353	960	1752
354	961	1747
355	963	1742
356	964	1737
357	966	1732
358	967	1727
359	969	1722
360	970	1718
361	972	1713
362	973	1708
363	975	1703
364	976	1698
365	977	1693
366	979	1688
367	980	1683
368	981	1679
369	983	1674
370	984	1669
371	986	1665
372	996	1675
373	999	1673
374	1003	1672
375	1006	1669
376	1008	1666
377	1010	1663
378	1013	1660
379	1015	1656
380	1017	1653
381	1019	1649
382	1021	1645
383	1022	1640
384	1024	1636
385	1025	1631
386	1027	1627
387	1029	1623
388	1030	1618
389	1032	1614
390	1033	1610
391	1035	1605
392	1036	1601
393	1038	1596
394	1039	1591
395	1040	1587
396	1042	1582
397	1043	1578
398	1045	1574
399	1046	1569
400	1057	1580
401	1061	1578
402	1064	1576
403	1066	1573
404	1069	1570
405	1071	1567
406	1073	1563
407	1075	1560
408	1077	1556
409	1079	1553
410	1081	1549
411	1082	1545
412	1084	1541
413	1086	1537
414	1087	1533
415	1089	1529
416	1090	1524
417	1092	1520
418	1093	1516
419	1095	1512
420	1097	1508
421	1098	1504
422	1099	1500
423	1101	1496
424	1102	1491
425	1104	1488
426	1117	1499
427	1120	1497
428	1123	1495
429	1125	1492
430	1128	1489
431	1130	1487
432	1132	1483
433	1134	1480
434	1136	1476
435	1138	1472
436	1140	1469
437	1142	1465
438	1143	1461
439	1145	1458
440	1147	1454
441	1148	1450
442	1150	1446
443	1151	1442
444	1153	1438
445	1154	1434
446	1155	1430
447	1157	1426
448	1159	1422
449	1160	1418
450	1162	1414
451	1163	1410
452	1164	1406
453	1166	1402
454	1167	1398
455	1168	1394
456	1170	1390
457	1177	1393
458	1183	1394
459	1187	1393
460	1190	1391
461	1193	1389
462	1195	1386
463	1198	1384
464	1200	1380
465	1202	1377
466	1204	1374
467	1206	1371
468	1208	1367
469	1209	1364
470	1211	1360
471	1212	1356
472	1214	1353
473	1215	1349
474	1217	1345
475	1219	1341
476	1220	1338
477	1221	1334
478	1223	1330
479	1224	1326
480	1225	1322
481	1227	1318
482	1228	1315
483	1229	1311
484	1231	1307
485	1232	1303
486	1237	1303
487	1245	1306
488	1248	1304
489	1251	1302
490	1253	1299
491	1256	1297
492	1258	1294
493	1260	1290
494	1262	1287
495	1264	1284
496	1266	1281
497	1268	1278
498	1269	1274
499	1271	1271
500	1272	1267
501	1274	1264
502	1275	1260
503	1277	1256
504	1278	1253
505	1280	1249
506	1281	1246
507	1283	1242
508	1284	1239
509	1286	1235
510	1287	1231
511	1288	1228
512	1290	1224
513	1291	1221
514	1293	1217
515	1294	1214
516	1296	1210
517	1297	1207
518	1299	1204
519	1300	1200
520	1301	1196
521	1303	1193
522	1304	1189
523	1305	1186
524	1307	1182
525	1308	1179
526	1309	1175
527	1311	1172
528	1318	1174
529	1324	1174
530	1327	1172
531	1329	1169
532	1332	1167
533	1333	1164
534	1335	1160
535	1337	1157
536	1339	1154
537	1341	1151
538	1343	1148
539	1344	1145
540	1346	1142
541	1348	1139
542	1349	1135
543	1351	1132
544	1352	1129
545	1354	1125
546	1355	1122
547	1356	1119
548	1361	1118
549	1369	1120
550	1372	1118
551	1375	1116
552	1377	1113
553	1380	1111
554	1382	1108
555	1384	1105
556	1386	1102
557	1388	1099
558	1390	1097
559	1392	1094
560	1394	1090
561	1395	1087
562	1397	1084
563	1398	1081
564	1400	1078
565	1401	1074
566	1402	1071
567	1404	1068
568	1406	1065
569	1407	1061
570	1408	1058
571	1410	1055
572	1411	1052
573	1413	1048
574	1414	1045
575	1416	1042
576	1417	1039
577	1418	1035
578	1420	1032
579	1422	1029
580	1426	1028
581	1434	1030
582	1438	1028
583	1441	1026
584	1443	1024
585	1445	1021
586	1448	1019
587	1450	1016
588	1452	1013
589	1454	1010
590	1456	1008
591	1458	1005
592	1459	1002
593	1461	999
594	1463	995
595	1464	992
596	1466	990
597	1468	987
598	1469	983
599	1471	980
600	1472	977
601	1473	974
602	1475	971
603	1476	968
604	1478	965
605	1479	962
606	1481	959
607	1483	956
608	1484	953
609	1485	950
610	1487	946
611	1488	943
612	1490	940
613	1491	937
614	1492	934
615	1494	931
616	1495	928
617	1497	925
618	1499	922
619	1508	924
620	1512	923
621	1515	921
622	1518	918
623	1521	916
624	1523	914
625	1525	911
626	1527	908
627	1529	906
628	1531	903
629	1533	900
630	1535	897
631	1536	894
632	1538	891
633	1540	889
634	1541	886
635	1543	883
636	1545	880
637	1546	877
638	1548	874
639	1549	871
640	1551	868
641	1552	865
642	1554	862
643	1555	860
644	1557	857
645	1559	854
646	1567	855
647	1572	854
648	1576	852
649	1580	850
650	1582	848
651	1585	846
652	1587	843
653	1591	842
654	1593	839
655	1595	836
656	1597	834
657	1599	831
658	1601	828
659	1602	825
660	1604	822
661	1606	820
662	1608	817
663	1610	814
664	1612	812
665	1613	809
666	1615	806
667	1617	803
668	1619	801
669	1621	798
670	1622	795
671	1624	792
672	1626	790
673	1627	787
674	1629	784
675	1630	781
676	1632	778
677	1633	775
678	1635	773
679	1637	770
680	1639	767
681	1641	765
682	1642	762
683	1644	759
684	1645	756
685	1647	754
686	1649	751
687	1650	748
688	1652	745
689	1654	743
690	1656	740
691	1657	737
692	1659	735
693	1661	732
694	1663	729
695	1664	727
696	1666	724
697	1668	721
698	1669	718
699	1671	716
700	1672	713
701	1674	710
702	1675	708
703	1677	705
704	1678	702
705	1680	699
706	1682	697
707	1683	694
708	1688	693
709	1696	692
710	1700	691
711	1702	688
712	1705	686
713	1707	684
714	1710	681
715	1712	679
716	1715	676
717	1716	674
718	1718	671
719	1720	668
720	1722	666
721	1723	663
722	1725	661
723	1726	658
724	1728	655
725	1730	653
726	1732	650
727	1733	647
728	1735	645
729	1737	642
730	1738	639
731	1740	637
732	1741	634
733	1743	631
734	1745	629
735	1746	626
736	1748	623
737	1749	621
738	1751	618
739	1752	615
740	1754	613
741	1755	610
742	1757	607
743	1758	605
744	1760	602
745	1765	600
746	1772	600
747	1775	598
748	1778	596
749	1789	596
750	1791	594
751	1793	591
752	1795	588
753	1797	586
754	1798	583
755	1800	581
756	1802	578
757	1803	575
758	1804	573
759	1806	570
760	1808	567
761	1809	565
762	1811	562
763	1812	559
764	1818	558
765	1826	557
766	1829	555
767	1832	553
768	1834	551
769	1836	548
770	1839	546
771	1841	543
772	1843	541
773	1845	538
774	1847	536
775	1849	533
776	1850	531
777	1852	528
778	1854	526
779	1856	523
780	1857	520
781	1863	519
782	1871	518
783	1874	516
784	1877	514
785	1880	511
786	1882	509
787	1885	507
788	1887	504
789	1889	502
790	1891	499
791	1893	497
792	1895	494
793	1897	492
794	1899	489
795	1901	487
796	1902	484
797	1904	482
798	1906	479
799	1907	476
800	1912	475
801	1921	474
802	1925	472
803	1927	469
804	1930	467
805	1932	465
806	1935	462
807	1936	460
808	1938	457
809	1940	455
810	1942	452
811	1944	450
812	1945	447
813	1947	445
814	1949	442
815	1951	439
816	1952	437
817	1954	434
818	1955	432
819	1956	429
820	1958	426
821	1962	424
822	1971	423
823	1974	421
824	1977	419
825	1979	417
826	1982	414
827	1984	412
828	1986	409
829	1988	407
830	1989	404
831	1992	402
832	1993	399
833	1995	397
834	1997	394
835	1999	392
836	2000	389
837	2002	387
838	2003	384
839	2004	381
840	2006	379
841	2007	376
842	2018	375
843	2021	373
844	2024	371
845	2027	369
846	2030	366
847	2032	364
848	2034	361
849	2036	359
850	2038	356
851	2040	354
852	2042	352
853	2044	349
854	2045	346
855	2047	344
856	2048	341
857	2050	339
858	2052	336
859	2053	334
860	2055	331
861	2056	329
862	2058	326
863	2059	324
864	2061	321
865	2062	319
866	2067	317
867	2075	315
868	2077	313
869	2080	310
870	2082	308
871	2085	306
872	2087	303
873	2089	301
874	2090	298
875	2092	296
876	2094	293
877	2095	291
878	2097	288
879	2099	286
880	2100	283
881	2102	281
882	2109	279
883	2115	277
884	2119	275
885	2121	272
886	2124	270
887	2126	268
888	2128	265
889	2129	263
890	2131	260
891	2133	258
892	2135	255
893	2137	253
894	2139	250
895	2140	248
896	2142	245
897	2143	243
898	2145	241
899	2146	238
900	2148	236
901	2150	233
902	2155	231
903	2163	229
904	2166	227
905	2172	225
906	2175	223
907	2177	220
908	2179	218
909	2181	215
910	2183	213
911	2185	210
912	2187	208
913	2188	205
914	2190	203
915	2192	201
916	2194	198
917	2202	196
918	2207	194
919	2210	192
920	2213	189
921	2215	187
922	2219	185
923	2222	182
924	2224	180
925	2226	177
926	2228	175
927	2230	173
928	2232	170
929	2234	168
930	2236	165
931	2238	163
932	2240	160
933	2242	158
934	2244	156
935	2246	153
936	2247	151
937	2249	148
938	2250	146
939	2252	143
940	2253	141
941	2259	139
942	2267	137
943	2270	134
944	2273	132
945	2276	129
946	2279	127
947	2281	125
948	2283	122
949	2286	120
950	2288	117
951	2290	115
952	2292	113
953	2294	110
954	2295	108
955	2298	105
956	2300	103
957	2302	100
958	2304	98
959	2306	96
960	2316	94
961	2319	91
962	2321	89
963	2322	86
964	2324	84
965	2326	81
966	2339	79
967	2343	77
968	2347	75
969	2351	72
970	2354	70
971	2356	67
972	2358	65
973	2361	63
974	2363	60
975	2365	58
976	2367	55
977	2369	53
978	2374	50
979	2383	48
980	2387	46
981	2389	43
982	2392	41
983	2395	38
984	2398	36
985	2400	34
986	2403	31
987	2405	29
988	2406	26
989	2408	24
990	2410	21
991	2412	19
992	2424	17
993	2428	14
994	2431	12
995	2434	9
996	2437	7
997	2439	4
998	2442	2
999	2444	0
